REQ DEL DATE1,TIME1,REQ DEL DATE2,TIME2,DOC.TYPE,PLANT,ROUTE,VEHICLE NO.,VENDOR NAME.,CUSTOMER
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,919
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,920
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,934
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,15905
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,15910
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,15912
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,15917
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,15918
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,16112
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,16919
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,17019
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,70929
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,70936
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,70941
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,1006183
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,1006343
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,1007526
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,1009781
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200014,HR38H2526,Kirtika Transport Services,1009782
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,12
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,25
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,26
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,46
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,87
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,201
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,202
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,206
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,215
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,216
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,220
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,232
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,234
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200015,DL1LM1941,Sachin Goods Transport Co,236
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,21
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,32
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,44
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,51
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,76
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,77
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,92
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,1002
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200028,HR38Q3324,Shiva Enterprises,70054
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,904
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,909
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,912
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,913
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,914
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,915
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,916
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,917
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,922
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,924
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,925
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,926
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,927
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,928
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,929
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,933
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,15914
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,16913
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,16915
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,16918
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200030,HR55K-5059,Suvidha Sales,70933
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,851
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,852
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,853
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,854
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,855
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,856
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,857
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,858
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,859
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,13854
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,16860
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,16866
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,16868
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200032,UP14S 7602,Pardeep Kumar Transport,17851
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,834
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,864
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,865
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,866
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,868
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,880
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,15819
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,18827
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,18830
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,18840
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,18850
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200035,HR46C4135,Rajesh Kumar,18878
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,210
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,211
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,213
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,214
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,217
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,226
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,227
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,233
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,235
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,237
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,238
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,1002522
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,1002527
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,1002562
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,1004465
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,1005301
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200043,DL1LP5343,Vikram Singh,1005590
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,203
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,204
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,218
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,223
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,224
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,225
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,228
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,229
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,230
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,231
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,239
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,15201
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200048,DL1LR4710,NEO HOSPITALITIES,19202
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,308
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,309
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,312
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,313
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,316
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,318
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,319
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,322
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,324
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,325
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,326
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,329
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,15855
8/11/2012,17:00:00,8/11/2012,23:59:00,ZPME,1105,200053,UP14CT7574,Shrideep Transport,1005156
