REQ DEL DATE1,TIME1,REQ DEL DATE2,TIME2,DOC.TYPE,PLANT,ROUTE,VEHICLE NO.,VENDOR NAME.,CUSTOMER
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,15813
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,15818
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,16813
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,18841
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,18842
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,18843
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,18844
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,18845
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,18847
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,18848
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201045,HR382100,Hari Enterprises,70819
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,223
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,233
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,309
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,310
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,312
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,314
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,316
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,321
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,324
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,330
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,802
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,804
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,805
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,810
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,15809
3/11/2012,7:00:00,3/11/2012,18:00:00,ZPMM,1105,201067,DL1LR4912,SHIVAL GOEL,18826
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1508,218002,UP15BT2471,Shree Ranisati Enterprises,724
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1508,218002,UP15BT2471,Shree Ranisati Enterprises,733
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1508,218002,UP15BT2471,Shree Ranisati Enterprises,738
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1508,218002,UP15BT2471,Shree Ranisati Enterprises,739
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1508,218002,UP15BT2471,Shree Ranisati Enterprises,741
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1508,218002,UP15BT2471,Shree Ranisati Enterprises,18787
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1508,218002,UP15BT2471,Shree Ranisati Enterprises,18796
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200598,UP83P9369,MS MILK PRODUCTS,16779
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200598,UP83P9369,MS MILK PRODUCTS,17706
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200598,UP83P9369,MS MILK PRODUCTS,70704
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200598,UP83P9369,MS MILK PRODUCTS,70721
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200598,UP83P9369,MS MILK PRODUCTS,70757
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1400,226533,DL1LM4651,MS MILK PRODUCTS,15708
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1400,226533,DL1LM4651,MS MILK PRODUCTS,16742
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1400,226533,DL1LM4651,MS MILK PRODUCTS,70704
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1400,226533,DL1LM4651,MS MILK PRODUCTS,70745
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200599,HR55K5551,KAPASIYIA DAIRY,70005
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200599,HR55K5551,KAPASIYIA DAIRY,70954
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200599,HR55K5551,KAPASIYIA DAIRY,70965
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200599,HR55K5551,KAPASIYIA DAIRY,70971
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200599,HR55K5551,KAPASIYIA DAIRY,70983
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1105,200599,HR55K5551,KAPASIYIA DAIRY,70986
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1400,226530,HR55P0556,KAPASIYIA DAIRY,70005
3/11/2012,17:00:00,4/11/2012,7:00:00,ZPME,1400,226530,HR55P0556,KAPASIYIA DAIRY,70055
