trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
20-08-15,NEO HOSPITALITIES,22312,DL1LM0334,07:40:12,19:00:00
20-08-15,SANJAY SHARMA,22427,DL1LP5914,07:41:41,19:00:00
20-08-15,Pooja Tpt Service,22433,DL1LG6604,07:43:03,19:00:00
20-08-15,SHRI JAI GURUDEV TRANSPORT SER,22408,DL1LG7673,07:45:16,19:00:00
20-08-15,SANJAY SHARMA,22429,DL1LP6568,07:46:59,19:00:00
20-08-15,Maheshwari Tpt Service,22420,DL1LG5926,07:48:54,19:00:00
20-08-15,Maheshwari Tpt Service,22424,DL1LG5886,07:51:22,19:00:00
20-08-15,NEO HOSPITALITIES,22416,DL1LS7038,07:52:32,19:00:00
20-08-15,Maheshwari Tpt Service,22404,DL1LK0262,07:55:50,19:00:00
20-08-15,Maheshwari Tpt Service,22403,DL1LG6691,07:57:30,19:00:00
20-08-15,Maheshwari Tpt Service,22349,DL1LP1495,08:01:07,19:00:00
20-08-15,SATLUJ GOODS CARRIERS,22329,DL1LP8041,08:02:29,19:00:00
20-08-15,NEO HOSPITALITIES,22402,DL1LK5866,08:05:24,19:00:00
20-08-15,NEO HOSPITALITIES,22422,DL1M4351,08:06:43,19:00:00
20-08-15,SANJAY SHARMA,22418,DL1LP5913,08:07:51,19:00:00
