trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
10-08-15,Pooja Tpt Service,22412,DL1LK3795,07:02:28,19:00:00
10-08-15,Vansh Enterprises,28008,DL1GC2637,07:03:03,19:00:00
10-08-15,Pooja Tpt Service,22327,DL1LP1178,07:04:00,19:00:00
10-08-15,MANOJ KUMAR,29001,DL1LR5067,07:06:05,19:00:00
10-08-15,NEO HOSPITALITIES,22425,DL1LK5866,07:06:55,19:00:00
10-08-15,MANOJ KUMAR,29002,DL1LP6172,07:08:29,19:00:00
10-08-15,NEO HOSPITALITIES,22422,DL1M4351,07:09:22,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22434,DL1LG7672,07:10:55,19:00:00
10-08-15,NEO HOSPITALITIES,22416,DL1LS7038,07:12:29,19:00:00
10-08-15,Maheshwari Tpt Service,22414,DL1LG5925,07:15:08,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22324,DL1M5164,07:16:35,19:00:00
10-08-15,JEET TRANSPORT COMPANY,22319,DL1LP8571,07:17:51,19:00:00
10-08-15,SANJAY SHARMA,22429,DL1LP6568,07:19:15,19:00:00
10-08-15,AASTHA LOGISTICS PVT. LTD.,22503,DL1M5394,07:19:27,19:00:00
10-08-15,SANJAY SHARMA,22427,DL1LP5914,07:20:34,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22431,DL1LK2805,07:21:39,19:00:00
10-08-15,SANJAY SHARMA,22428,DL1LP4464,07:22:53,19:00:00
10-08-15,AASTHA LOGISTICS PVT. LTD.,22505,DL1M5379,07:23:25,19:00:00
10-08-15,Maheshwari Tpt Service,22401,DL1LS5915,07:24:37,19:00:00
10-08-15,Maheshwari Tpt Service,22407,DL1LG6667,07:25:53,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22323,DL1M5457,07:27:16,19:00:00
10-08-15,NEO HOSPITALITIES,22423,DL1M4482,07:28:58,19:00:00
10-08-15,SATLUJ GOODS CARRIERS,22311,DL1LP9466,07:36:27,19:00:00
10-08-15,SATLUJ GOODS CARRIERS,22330,DL1LP8647,07:37:48,19:00:00
10-08-15,AASTHA LOGISTICS PVT. LTD.,22501,DL1M5378,07:37:57,19:00:00
10-08-15,Maheshwari Tpt Service,22424,DL1LK0165,07:39:06,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22321,DL1M5207,07:40:28,19:00:00
10-08-15,Maheshwari Tpt Service,22349,DL1LP1495,07:42:54,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22331,DL1M5177,07:44:16,19:00:00
10-08-15,JEET TRANSPORT COMPANY,22320,DL1LP6217,07:45:29,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22318,DL1M5480,07:47:01,19:00:00
10-08-15,Pooja Tpt Service,22430,DL1LK3892,07:48:23,19:00:00
10-08-15,Maheshwari Tpt Service,22420,DL1LG5926,07:50:32,19:00:00
10-08-15,SATLUJ GOODS CARRIERS,22329,DL1LP8041,07:53:27,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22316,DL1M5465,07:54:55,19:00:00
10-08-15,Maheshwari Tpt Service,22404,DL1LK0262,07:56:19,19:00:00
10-08-15,Pooja Tpt Service,22433,DL1LG6604,07:57:50,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22421,DL1LK0303,07:59:43,19:00:00
10-08-15,Maheshwari Tpt Service,22413,DL1LG5886,08:00:56,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22408,DL1LG7673,08:02:14,19:00:00
10-08-15,NEO HOSPITALITIES,22402,DL1LS1926,08:05:24,19:00:00
10-08-15,Pooja Tpt Service,22406,DL1LG6605,08:07:47,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22322,DL1M5194,08:08:51,19:00:00
10-08-15,Maheshwari Tpt Service,22403,DL1LG6691,08:10:26,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22325,DL1M5279,08:11:31,19:00:00
10-08-15,JEET TRANSPORT COMPANY,22328,DL1LR2017,08:13:33,19:00:00
10-08-15,SANJAY SHARMA,22418,DL1LP5913,08:19:11,19:00:00
10-08-15,SHRI JAI GURUDEV TRANSPORT SER,22315,DL1M5169,08:31:55,19:00:00
10-08-15,SATLUJ GOODS CARRIERS,22314,DL1LP8036,09:09:16,19:00:00
