trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
09-08-15,SANJAY SHARMA,2412,DL1LP5913,20:42:17,07:00:00
09-08-15,Maheshwari Tpt Service,2413,DL1LS7035,19:48:22,07:00:00
09-08-15,Pooja Tpt Service,2414,DL1LG7048,20:34:37,07:00:00
09-08-15,Pooja Tpt Service,2415,DL1LG7046,18:15:12,07:00:00
09-08-15,Maheshwari Tpt Service,2416,DL1LG6667,20:26:52,07:00:00
09-08-15,Maheshwari Tpt Service,2417,DL1LK0164,19:55:36,07:00:00
09-08-15,SHRI JAI GURUDEV TRANSPORT SER,2418,DL1LG4590,19:15:20,07:00:00
09-08-15,Maheshwari Tpt Service,2419,DL1LG6692,20:29:00,07:00:00
09-08-15,Maheshwari Tpt Service,2420,DL1LS6035,19:52:58,07:00:00
09-08-15,NEO HOSPITALITIES,2421,DL1LS1926,19:52:58,07:00:00
09-08-15,NEO HOSPITALITIES,2422,DL1LP8279,20:37:13,07:00:00
09-08-15,Maheshwari Tpt Service,2423,DL1LS5915,20:30:40,07:00:00
09-08-15,SANJAY SHARMA,2424,DL1LP5914,20:30:40,07:00:00
09-08-15,Maheshwari Tpt Service,2425,DL1LG6691,20:40:41,07:00:00
09-08-15,SHRI JAI GURUDEV TRANSPORT SER,2426,DL1LK0303,20:26:00,07:00:00
09-08-15,NEO HOSPITALITIES,2427,DL1LS7038,19:42:14,07:00:00
09-08-15,SANJAY SHARMA,2428,DL1LP6568,19:59:52,07:00:00
09-08-15,Maheshwari Tpt Service,2429,DL1LG5925,20:31:59,07:00:00
09-08-15,Maheshwari Tpt Service,2430,DL1LG5886,20:17:21,07:00:00
09-08-15,Maheshwari Tpt Service,2431,DL1LG5926,20:55:57,07:00:00
09-08-15,SHRI JAI GURUDEV TRANSPORT SER,2432,DL1LG7673,20:04:22,07:00:00
09-08-15,NEO HOSPITALITIES,2433,DL1LK5866,18:42:35,07:00:00
09-08-15,NEO HOSPITALITIES,2434,DL1LS1927,19:58:29,07:00:00
09-08-15,Maheshwari Tpt Service,2439,DL1LG5924,19:58:29,07:00:00
09-08-15,AASTHA LOGISTICS PVT. LTD.,2501,DL1M5394,18:58:25,07:00:00
09-08-15,AASTHA LOGISTICS PVT. LTD.,2502,DL1M5378,18:41:49,07:00:00
09-08-15,KALKA TRANSPORT SERVICE,2503,DL1M6365,17:53:38,07:00:00
09-08-15,AASTHA LOGISTICS PVT. LTD.,2504,DL1M5395,18:53:05,07:00:00
09-08-15,KALKA TRANSPORT SERVICE,2505,DL1M6363,18:05:08,07:00:00
09-08-15,AASTHA LOGISTICS PVT. LTD.,2506,DL1M5379,17:40:46,07:00:00
09-08-15,AASTHA LOGISTICS PVT. LTD.,2507,DL1M5358,19:07:03,07:00:00
09-08-15,Durga Tpt Co,2508,DL1M4302,18:34:20,07:00:00
09-08-15,KALKA TRANSPORT SERVICE,2509,DL1M6364,00:00:00,07:00:00
09-08-15,Vansh Enterprises,2801,DL1GC0167,18:01:01,07:00:00
09-08-15,Vansh Enterprises,2802,DL1M4074,18:19:27,07:00:00
09-08-15,Vansh Enterprises,2803,DL1GC2696,18:15:08,07:00:00
09-08-15,Vansh Enterprises,2804,DL1GC2650,17:22:27,07:00:00
09-08-15,Vansh Enterprises,2805,DL1GC2651,20:47:22,07:00:00
09-08-15,Durga Tpt Co,2806,DL1M6948,18:52:23,07:00:00
09-08-15,Vansh Enterprises,2807,DL1GC2637,17:53:17,07:00:00
09-08-15,Durga Tpt Co,2808,DL1M6301,20:41:58,07:00:00
09-08-15,Vinayak Tanker Service,2809,DL1GB8451,00:00:00,07:00:00
09-08-15,Vinayak Tanker Service,2810,DL1M6348,20:03:53,07:00:00
09-08-15,Vinayak Tanker Service,2811,DL1M6327,18:23:19,07:00:00
09-08-15,Jai Maa Enterprises,2812,DL1M4280,18:46:47,07:00:00
09-08-15,Jai Maa Enterprises,2813,DL1M7288,18:59:10,07:00:00
09-08-15,Durga Tpt Co,2814,DL1M6971,19:07:34,07:00:00
09-08-15,Durga Tpt Co,2815,DL1M6328,18:04:47,07:00:00
09-08-15,Jai Maa Enterprises,2816,DL1GC1904,17:33:04,07:00:00
09-08-15,Jai Maa Enterprises,2817,DL1M7218,19:40:42,07:00:00
09-08-15,Jai Maa Enterprises,2818,DL1M7290,18:27:52,07:00:00
09-08-15,Jai Maa Enterprises,2819,DL1M7509,16:47:34,07:00:00
09-08-15,MANOJ KUMAR,2901,DL1LR5067,18:41:21,07:00:00
09-08-15,MANOJ KUMAR,2902,DL1LP6173,17:49:37,07:00:00
09-08-15,Jai Maa Enterprises,2911,DL1M5184,18:36:33,07:00:00
09-08-15,Jai Maa Enterprises,2912,DL1M5211,18:31:59,07:00:00
09-08-15,Jai Maa Enterprises,2913,DL1M5185,17:29:32,07:00:00
09-08-15,Jai Maa Enterprises,2914,DL1M5176,17:46:29,07:00:00
09-08-15,Jai Maa Enterprises,2915,DL1M5199,18:55:16,07:00:00
