trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
18-08-15,SANJAY SHARMA,22427,DL1LP5914,08:16:29,19:00:00
18-08-15,SANJAY SHARMA,22428,DL1LP4464,07:01:08,19:00:00
18-08-15,SANJAY SHARMA,22429,DL1LP6568,07:22:15,19:00:00
18-08-15,Pooja Tpt Service,22430,DL1LK3892,07:06:45,19:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,22431,DL1LK2805,07:30:11,19:00:00
18-08-15,NEO HOSPITALITIES,22432,DL1LS1927,07:47:36,19:00:00
18-08-15,Pooja Tpt Service,22433,DL1LG6604,06:37:17,19:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,22317,DL1LG7672,06:59:56,19:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,22324,DL1LG4590,08:02:23,19:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,22501,DL1M5378,06:43:01,19:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,22502,DL1M5358,07:10:51,19:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,22503,DL1M5394,06:48:52,19:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,22504,DL1M5395,07:29:20,19:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,22505,DL1M5379,07:25:23,19:00:00
18-08-15,KALKA TRANSPORT SERVICE,22506,DL1M6365,06:46:18,19:00:00
18-08-15,KALKA TRANSPORT SERVICE,22507,DL1M6364,07:07:45,19:00:00
18-08-15,Durga Tpt Co,22508,DL1M4302,07:16:29,19:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,22509,DL1M5396,00:00:00,19:00:00
18-08-15,Vansh Enterprises,28001,DL1GC2696,06:30:12,19:00:00
18-08-15,Vansh Enterprises,28002,DL1GC2650,08:18:35,19:00:00
18-08-15,Jai Maa Enterprises,28003,DL1M7218,05:26:05,19:00:00
18-08-15,Vansh Enterprises,28004,DL1M4395,06:16:25,19:00:00
18-08-15,Vansh Enterprises,28005,DL1GC2651,05:45:35,19:00:00
18-08-15,Vansh Enterprises,28006,DL1GC2637,05:31:55,19:00:00
18-08-15,Vansh Enterprises,28007,DL1GC0179,05:52:49,19:00:00
18-08-15,Vansh Enterprises,28008,DL1M4074,07:02:40,19:00:00
18-08-15,Durga Tpt Co,28009,DL1M6301,06:37:59,19:00:00
18-08-15,Durga Tpt Co,28010,DL1M4303,06:33:36,19:00:00
18-08-15,Vinayak Tanker Service,28011,DL1M6348,06:46:11,19:00:00
18-08-15,Durga Tpt Co,28012,DL1M6300,06:55:35,19:00:00
18-08-15,Jai Maa Enterprises,28013,DL1M7290,06:21:21,19:00:00
18-08-15,Jai Maa Enterprises,28014,DL1M7288,08:07:48,19:00:00
18-08-15,Durga Tpt Co,28015,DL1M6971,06:26:25,19:00:00
18-08-15,Durga Tpt Co,28016,DL1M6328,05:59:41,19:00:00
18-08-15,Durga Tpt Co,28017,DL1M6948,08:13:36,19:00:00
18-08-15,Jai Maa Enterprises,28018,DL1GC1904,06:05:30,19:00:00
18-08-15,Jai Maa Enterprises,28019,DL1M4280,08:03:58,19:00:00
18-08-15,MANOJ KUMAR,29001,DL1LR5067,06:41:52,19:00:00
18-08-15,MANOJ KUMAR,29002,DL1LP6173,08:10:19,19:00:00
18-08-15,MANOJ KUMAR,29003,DL1LV9450,23:19:43,19:00:00
18-08-15,Jai Maa Enterprises,29011,DL1M5184,23:19:43,19:00:00
18-08-15,Jai Maa Enterprises,29012,DL1M5174,05:21:09,19:00:00
18-08-15,Jai Maa Enterprises,29013,DL1M5211,05:37:16,19:00:00
18-08-15,Jai Maa Enterprises,29014,DL1M5176,05:37:16,19:00:00
18-08-15,Jai Maa Enterprises,29015,DL1M5199,06:10:01,19:00:00
