trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
19-08-15,Jai Maa Enterprises,2818,DL1M4116,19:07:31,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2325,DL1M5169,19:07:42,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2315,DL1M5163,19:09:36,07:00:00
19-08-15,Maheshwari Tpt Service,2403,DL1LK0165,19:11:21,07:00:00
19-08-15,Pooja Tpt Service,2401,DL1LK3892,19:12:35,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2316,DL1M5164,19:14:00,07:00:00
19-08-15,Vinayak Tanker Service,2810,DL1M6348,19:15:00,07:00:00
19-08-15,NEO HOSPITALITIES,2323,DL1LK9909,19:15:08,07:00:00
19-08-15,Durga Tpt Co,2508,DL1M4302,19:15:08,07:00:00
19-08-15,SATLUJ GOODS CARRIERS,2319,DL1LP8036,19:16:35,07:00:00
19-08-15,Vansh Enterprises,2805,DL1GC0179,19:18:39,07:00:00
19-08-15,Pooja Tpt Service,2311,DL1LP1178,19:19:54,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2418,DL1LG4590,19:21:12,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2324,DL1M5177,19:23:06,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2317,DL1M5207,19:24:32,07:00:00
19-08-15,Jai Maa Enterprises,2813,DL1M7290,19:24:39,07:00:00
19-08-15,AASTHA LOGISTICS PVT. LTD.,2507,DL1M5358,19:24:39,07:00:00
19-08-15,NEO HOSPITALITIES,2314,DL1LM0334,19:25:53,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2322,DL1M5194,19:26:59,07:00:00
19-08-15,Maheshwari Tpt Service,2416,DL1LG6667,19:28:06,07:00:00
19-08-15,Jai Maa Enterprises,2911,DL1M5174,19:28:24,07:00:00
19-08-15,SATLUJ GOODS CARRIERS,2330,DL1LP9466,19:29:27,07:00:00
19-08-15,Maheshwari Tpt Service,2407,DL1LK0262,19:30:47,07:00:00
19-08-15,SANJAY SHARMA,2412,DL1LP5913,19:34:58,07:00:00
19-08-15,Durga Tpt Co,2808,DL1M6328,19:35:34,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2329,DL1M5465,19:38:28,07:00:00
19-08-15,JEET TRANSPORT COMPANY,2320,DL1LP8571,19:39:47,07:00:00
19-08-15,SANJAY SHARMA,2406,DL1LP4464,19:41:02,07:00:00
19-08-15,Maheshwari Tpt Service,2429,DL1LG5925,19:42:51,07:00:00
19-08-15,Durga Tpt Co,2806,DL1M6948,19:44:16,07:00:00
19-08-15,NEO HOSPITALITIES,2421,DL1LS1926,19:44:43,07:00:00
19-08-15,Maheshwari Tpt Service,2413,DL1LS7035,19:46:25,07:00:00
19-08-15,Jai Maa Enterprises,2817,DL1M7218,19:47:29,07:00:00
19-08-15,NEO HOSPITALITIES,2427,DL1LS7038,19:48:43,07:00:00
19-08-15,NEO HOSPITALITIES,2313,DL1LM1328,19:49:56,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2426,DL1LK0303,19:51:16,07:00:00
19-08-15,NEO HOSPITALITIES,2434,DL1M4482,19:52:12,07:00:00
19-08-15,Maheshwari Tpt Service,2419,DL1LG6692,19:53:50,07:00:00
19-08-15,SHRI JAI GURUDEV TRANSPORT SER,2321,DL1M5480,19:55:19,07:00:00
19-08-15,Maheshwari Tpt Service,2423,DL1LS5915,19:57:57,07:00:00
19-08-15,NEO HOSPITALITIES,2405,DL1M4351,20:05:56,07:00:00
19-08-15,Maheshwari Tpt Service,2425,DL1LG6691,20:08:44,07:00:00
19-08-15,Pooja Tpt Service,2408,DL1LK3795,20:14:11,07:00:00
19-08-15,Maheshwari Tpt Service,2402,DL1LG5924,20:23:21,07:00:00
19-08-15,NEO HOSPITALITIES,2422,DL1LP8279,20:25:41,07:00:00
