trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
16-08-15,SANJAY SHARMA,22429,DL1LP6568,07:19:29,19:00:00
16-08-15,NEO HOSPITALITIES,22332,DL1LM1328,07:20:30,19:00:00
16-08-15,MANOJ KUMAR,29001,DL1LR5067,07:20:42,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22318,DL1M5480,07:21:29,19:00:00
16-08-15,NEO HOSPITALITIES,22402,DL1LP8279,07:22:49,19:00:00
16-08-15,Maheshwari Tpt Service,22407,DL1LG6667,07:23:52,19:00:00
16-08-15,AASTHA LOGISTICS PVT. LTD.,22501,DL1M5378,07:24:05,19:00:00
16-08-15,MANOJ KUMAR,29002,DL1LP6173,07:24:08,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22408,DL1LG7673,07:26:27,19:00:00
16-08-15,NEO HOSPITALITIES,22432,DL1LS1927,07:28:27,19:00:00
16-08-15,Maheshwari Tpt Service,22409,DL1LS7035,07:29:29,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22315,DL1M5169,07:31:04,19:00:00
16-08-15,Maheshwari Tpt Service,22411,DL1LG6583,07:32:11,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22325,DL1M5279,07:33:41,19:00:00
16-08-15,NEO HOSPITALITIES,22422,DL1M4482,07:35:15,19:00:00
16-08-15,Maheshwari Tpt Service,22415,DL1LG6692,07:36:59,19:00:00
16-08-15,NEO HOSPITALITIES,22425,DL1LK5866,07:38:17,19:00:00
16-08-15,SANJAY SHARMA,22427,DL1LP5914,07:39:17,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22317,DL1M5163,07:40:43,19:00:00
16-08-15,SATLUJ GOODS CARRIERS,22314,DL1LP8647,07:42:13,19:00:00
16-08-15,SATLUJ GOODS CARRIERS,22329,DL1LP8041,07:43:47,19:00:00
16-08-15,KALKA TRANSPORT SERVICE,22507,DL1M6364,07:44:19,19:00:00
16-08-15,JEET TRANSPORT COMPANY,22328,DL1LR2017,07:45:09,19:00:00
16-08-15,Maheshwari Tpt Service,22420,DL1LG5926,07:46:39,19:00:00
16-08-15,Maheshwari Tpt Service,22403,DL1LG6691,07:48:05,19:00:00
16-08-15,Pooja Tpt Service,22433,DL1LG6604,07:49:08,19:00:00
16-08-15,Pooja Tpt Service,22430,DL1LK3892,07:50:49,19:00:00
16-08-15,Maheshwari Tpt Service,22414,DL1LG5886,07:52:43,19:00:00
16-08-15,Pooja Tpt Service,22412,DL1LK3795,07:54:29,19:00:00
16-08-15,Maheshwari Tpt Service,22404,DL1LK0262,07:56:23,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22316,DL1M5465,07:57:56,19:00:00
16-08-15,JEET TRANSPORT COMPANY,22320,DL1LP6217,08:00:07,19:00:00
16-08-15,Pooja Tpt Service,22406,DL1LG7048,08:02:16,19:00:00
16-08-15,NEO HOSPITALITIES,22423,DL1LS1926,08:03:31,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22322,DL1M5194,08:05:32,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22331,DL1M5177,08:08:14,19:00:00
16-08-15,SANJAY SHARMA,22418,DL1LP5913,08:36:58,19:00:00
16-08-15,SHRI JAI GURUDEV TRANSPORT SER,22431,DL1LK2805,08:50:17,19:00:00
