trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
07-08-15,Maheshwari Tpt Service,22409,DL1LS7035,07:08:45,19:00:00
07-08-15,Maheshwari Tpt Service,22410,DL1LG5924,06:52:52,19:00:00
07-08-15,Maheshwari Tpt Service,22411,DL1LG5886,06:57:18,19:00:00
07-08-15,Pooja Tpt Service,22412,DL1LK3795,07:43:36,19:00:00
07-08-15,Maheshwari Tpt Service,22413,DL1LK0164,06:54:46,19:00:00
07-08-15,Maheshwari Tpt Service,22414,DL1LG5925,07:29:53,19:00:00
07-08-15,Maheshwari Tpt Service,22415,DL1LG6692,06:45:55,19:00:00
07-08-15,NEO HOSPITALITIES,22416,DL1LS7038,07:27:28,19:00:00
07-08-15,Maheshwari Tpt Service,22417,DL1LS6035,06:53:50,19:00:00
07-08-15,SANJAY SHARMA,22418,DL1LP5913,08:02:31,19:00:00
07-08-15,Maheshwari Tpt Service,22419,DL1LG4886,06:56:18,19:00:00
07-08-15,Maheshwari Tpt Service,22420,DL1LG5926,07:56:45,19:00:00
07-08-15,SHRI JAI GURUDEV TRANSPORT SER,22421,DL1LK0303,07:01:47,19:00:00
07-08-15,NEO HOSPITALITIES,22422,DL1M4351,07:33:04,19:00:00
07-08-15,NEO HOSPITALITIES,22423,DL1LP8279,08:06:25,19:00:00
07-08-15,Maheshwari Tpt Service,22424,DL1LK0165,07:16:26,19:00:00
07-08-15,NEO HOSPITALITIES,22425,DL1LK5866,07:06:24,19:00:00
07-08-15,Maheshwari Tpt Service,22426,DL1LG4948,07:22:59,19:00:00
07-08-15,SANJAY SHARMA,22427,DL1LP5914,07:35:54,19:00:00
07-08-15,SANJAY SHARMA,22428,DL1LP4464,07:34:58,19:00:00
07-08-15,SANJAY SHARMA,22429,DL1LP6568,07:55:10,19:00:00
07-08-15,Pooja Tpt Service,22430,DL1LK3892,07:25:06,19:00:00
07-08-15,SHRI JAI GURUDEV TRANSPORT SER,22431,DL1LK2805,07:12:58,19:00:00
07-08-15,NEO HOSPITALITIES,22432,DL1LS1927,07:46:32,19:00:00
07-08-15,Pooja Tpt Service,22433,DL1LG6604,07:24:09,19:00:00
07-08-15,SHRI JAI GURUDEV TRANSPORT SER,22317,DL1LG7672,07:21:03,19:00:00
07-08-15,SHRI JAI GURUDEV TRANSPORT SER,22321,DL1LG4590,07:58:07,19:00:00
07-08-15,AASTHA LOGISTICS PVT. LTD.,22501,DL1M5378,07:41:04,19:00:00
07-08-15,AASTHA LOGISTICS PVT. LTD.,22502,DL1M5358,06:56:43,19:00:00
07-08-15,AASTHA LOGISTICS PVT. LTD.,22503,DL1M5394,07:38:21,19:00:00
07-08-15,AASTHA LOGISTICS PVT. LTD.,22504,DL1M5395,07:05:53,19:00:00
07-08-15,AASTHA LOGISTICS PVT. LTD.,22505,DL1M5396,07:01:55,19:00:00
07-08-15,KALKA TRANSPORT SERVICE,22506,DL1M6363,07:12:30,19:00:00
07-08-15,KALKA TRANSPORT SERVICE,22507,DL1M6364,06:49:12,19:00:00
07-08-15,Durga Tpt Co,22508,DL1M4302,07:21:48,19:00:00
07-08-15,AASTHA LOGISTICS PVT. LTD.,22509,DL1M5379,00:00:00,19:00:00
07-08-15,Vansh Enterprises,28001,DL1GC2696,06:25:12,19:00:00
07-08-15,Vansh Enterprises,28002,DL1GC2650,06:13:31,19:00:00
07-08-15,Jai Maa Enterprises,28003,DL1M7218,05:34:38,19:00:00
07-08-15,Vansh Enterprises,28004,DL1M4074,07:10:25,19:00:00
07-08-15,Vansh Enterprises,28005,DL1M4395,07:05:58,19:00:00
07-08-15,Vansh Enterprises,28006,DL1GC0167,06:01:15,19:00:00
07-08-15,Vansh Enterprises,28007,DL1GC0179,06:41:44,19:00:00
07-08-15,Vansh Enterprises,28008,DL1GC2637,07:23:18,19:00:00
07-08-15,Durga Tpt Co,28009,DL1M6301,07:00:17,19:00:00
07-08-15,Durga Tpt Co,28010,DL1M6300,06:36:09,19:00:00
07-08-15,Vinayak Tanker Service,28011,DL1M6327,06:32:54,19:00:00
07-08-15,Durga Tpt Co,28012,DL1M6328,06:50:28,19:00:00
07-08-15,Jai Maa Enterprises,28013,DL1M7288,06:17:58,19:00:00
07-08-15,Jai Maa Enterprises,28014,DL1M7509,05:46:37,19:00:00
07-08-15,Durga Tpt Co,28015,DL1M6971,07:19:31,19:00:00
07-08-15,Vinayak Tanker Service,28016,DL1M7092,06:06:12,19:00:00
07-08-15,Durga Tpt Co,28017,DL1M6948,06:46:42,19:00:00
07-08-15,Jai Maa Enterprises,28018,DL1GC1904,05:28:35,19:00:00
07-08-15,Jai Maa Enterprises,28019,DL1M4280,07:31:08,19:00:00
07-08-15,MANOJ KUMAR,29001,DL1LR5067,07:16:16,19:00:00
07-08-15,MANOJ KUMAR,29002,DL1LP6172,07:13:20,19:00:00
07-08-15,MANOJ KUMAR,29003,DL1LV9450,01:09:24,19:00:00
07-08-15,Jai Maa Enterprises,29011,DL1M5185,06:53:08,19:00:00
07-08-15,Jai Maa Enterprises,29012,DL1M5174,06:29:03,19:00:00
07-08-15,Jai Maa Enterprises,29013,DL1M5211,05:39:50,19:00:00
07-08-15,Jai Maa Enterprises,29014,DL1M5184,07:34:34,19:00:00
07-08-15,Jai Maa Enterprises,29015,DL1M5199,05:53:09,19:00:00
