trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2426,DL1LK0303,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2427,DL1LS7038,18:26:21,07:00:00
13-08-15,SANJAY SHARMA,2428,DL1LP6568,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2429,DL1LG5925,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2430,DL1LG6583,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2431,DL1LG5886,18:26:21,07:00:00
13-08-15,SHRI JAI GURUDEV TRANSPORT SER,2432,DL1LG7673,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2433,DL1LK5866,18:26:21,07:00:00
13-08-15,NEO HOSPITALITIES,2434,DL1LS1927,18:26:21,07:00:00
13-08-15,Maheshwari Tpt Service,2439,DL1LG5924,18:26:21,07:00:00
13-08-15,AASTHA LOGISTICS PVT. LTD.,2501,DL1M5379,18:26:21,07:00:00
13-08-15,AASTHA LOGISTICS PVT. LTD.,2502,DL1M5378,18:26:21,07:00:00
13-08-15,KALKA TRANSPORT SERVICE,2503,DL1M6365,17:35:44,07:00:00
13-08-15,AASTHA LOGISTICS PVT. LTD.,2504,DL1M5395,18:26:21,07:00:00
13-08-15,KALKA TRANSPORT SERVICE,2505,DL1M6364,18:26:21,07:00:00
13-08-15,AASTHA LOGISTICS PVT. LTD.,2506,DL1M5396,17:32:47,07:00:00
13-08-15,AASTHA LOGISTICS PVT. LTD.,2507,DL1M5358,18:26:21,07:00:00
13-08-15,Durga Tpt Co,2508,DL1M4302,18:26:21,07:00:00
13-08-15,KALKA TRANSPORT SERVICE,2509,DL1M6363,18:26:21,07:00:00
13-08-15,Vansh Enterprises,2801,DL1GC2637,17:34:46,07:00:00
13-08-15,Vansh Enterprises,2802,DL1M4074,18:26:21,07:00:00
13-08-15,Vansh Enterprises,2803,DL1GC2696,17:23:11,07:00:00
13-08-15,Vansh Enterprises,2804,DL1GC2650,18:05:41,07:00:00
13-08-15,Vansh Enterprises,2805,DL1GC0167,18:26:21,07:00:00
13-08-15,Durga Tpt Co,2806,DL1M6948,18:26:21,07:00:00
13-08-15,Vansh Enterprises,2807,DL1GC2651,18:26:21,07:00:00
13-08-15,Durga Tpt Co,2808,DL1M6328,18:26:21,07:00:00
13-08-15,Vinayak Tanker Service,2809,DL1GB8451,18:26:21,07:00:00
13-08-15,Durga Tpt Co,2810,DL1M6301,18:26:21,07:00:00
13-08-15,Durga Tpt Co,2811,DL1M6300,18:21:16,07:00:00
13-08-15,Jai Maa Enterprises,2812,DL1M7509,18:26:21,07:00:00
13-08-15,Jai Maa Enterprises,2813,DL1M7288,18:26:21,07:00:00
13-08-15,Vinayak Tanker Service,2814,DL1M7092,18:26:21,07:00:00
13-08-15,Vinayak Tanker Service,2815,DL1M6348,17:06:23,07:00:00
13-08-15,Jai Maa Enterprises,2816,DL1GC1904,17:15:54,07:00:00
13-08-15,Jai Maa Enterprises,2817,DL1M7218,18:26:21,07:00:00
13-08-15,Jai Maa Enterprises,2818,DL1M7290,18:26:21,07:00:00
13-08-15,Jai Maa Enterprises,2819,DL1M4280,17:58:53,07:00:00
13-08-15,MANOJ KUMAR,2901,DL1LR5067,18:26:21,07:00:00
13-08-15,MANOJ KUMAR,2902,DL1LP6172,18:12:42,07:00:00
13-08-15,Jai Maa Enterprises,2911,DL1M5174,18:26:21,07:00:00
13-08-15,Jai Maa Enterprises,2912,DL1M5211,18:26:21,07:00:00
13-08-15,Jai Maa Enterprises,2913,DL1M5185,18:16:00,07:00:00
13-08-15,Jai Maa Enterprises,2914,DL1M5176,18:26:21,07:00:00
13-08-15,Jai Maa Enterprises,2915,DL1M5184,18:26:21,07:00:00
