trip date,DCSM NAME,Route,Vehicle No,Activity Time For Weight Out,Activity Time For  Weight In
18-08-15,Vansh Enterprises,2802,DL1M4074,18:30:21,07:00:00
18-08-15,Vansh Enterprises,2804,DL1GC2651,18:35:14,07:00:00
18-08-15,Pooja Tpt Service,2415,DL1LG7046,18:36:40,07:00:00
18-08-15,Jai Maa Enterprises,2816,DL1GC1904,18:39:00,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2312,DL1M5457,18:40:37,07:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,2506,DL1M5396,18:41:02,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2411,DL1LG7672,18:41:54,07:00:00
18-08-15,NEO HOSPITALITIES,2433,DL1LK5866,18:42:57,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2315,DL1M5163,18:45:10,07:00:00
18-08-15,NEO HOSPITALITIES,2323,DL1LK9909,18:47:37,07:00:00
18-08-15,KALKA TRANSPORT SERVICE,2505,DL1M6363,18:48:13,07:00:00
18-08-15,JEET TRANSPORT COMPANY,2318,DL1LR2017,18:48:36,07:00:00
18-08-15,SANJAY SHARMA,2349,DL1LM4484,18:50:13,07:00:00
18-08-15,Jai Maa Enterprises,2817,DL1M7218,18:50:15,07:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,2504,DL1M5395,18:51:23,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2432,DL1LG7673,18:52:30,07:00:00
18-08-15,Vinayak Tanker Service,2810,DL1M6348,18:53:15,07:00:00
18-08-15,Maheshwari Tpt Service,2420,DL1LS6035,18:54:06,07:00:00
18-08-15,Maheshwari Tpt Service,2430,DL1LG5886,18:55:46,07:00:00
18-08-15,SATLUJ GOODS CARRIERS,2328,DL1LP8041,18:56:43,07:00:00
18-08-15,SATLUJ GOODS CARRIERS,2327,DL1LP8647,18:58:22,07:00:00
18-08-15,Maheshwari Tpt Service,2429,DL1LG5925,18:59:26,07:00:00
18-08-15,SANJAY SHARMA,2412,DL1LP5913,19:02:37,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2325,DL1M5169,19:04:56,07:00:00
18-08-15,Maheshwari Tpt Service,2407,DL1LK0262,19:06:07,07:00:00
18-08-15,SANJAY SHARMA,2428,DL1LP6568,19:10:11,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2426,DL1M5153,19:11:18,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2418,DL1LG4590,19:14:32,07:00:00
18-08-15,NEO HOSPITALITIES,2314,DL1LM0334,19:16:57,07:00:00
18-08-15,Pooja Tpt Service,2311,DL1LP1811,19:18:55,07:00:00
18-08-15,Pooja Tpt Service,2414,DL1LG7048,19:20:50,07:00:00
18-08-15,SATLUJ GOODS CARRIERS,2319,DL1LP8036,19:26:25,07:00:00
18-08-15,Jai Maa Enterprises,2911,DL1M5174,19:27:07,07:00:00
18-08-15,Maheshwari Tpt Service,2425,DL1LG6691,19:27:34,07:00:00
18-08-15,Maheshwari Tpt Service,2403,DL1LK0165,19:30:10,07:00:00
18-08-15,Pooja Tpt Service,2401,DL1LG6605,19:31:16,07:00:00
18-08-15,Maheshwari Tpt Service,2419,DL1LG6692,19:33:10,07:00:00
18-08-15,NEO HOSPITALITIES,2427,DL1LS7038,19:38:19,07:00:00
18-08-15,Jai Maa Enterprises,2818,DL1M7290,19:40:15,07:00:00
18-08-15,NEO HOSPITALITIES,2421,DL1LS1926,19:40:20,07:00:00
18-08-15,Maheshwari Tpt Service,2416,DL1LG6667,19:42:47,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2316,DL1M5164,19:44:27,07:00:00
18-08-15,Durga Tpt Co,2814,DL1M4303,19:44:28,07:00:00
18-08-15,NEO HOSPITALITIES,2434,DL1LP8279,19:46:51,07:00:00
18-08-15,Maheshwari Tpt Service,2423,DL1LS5915,19:47:50,07:00:00
18-08-15,NEO HOSPITALITIES,2405,DL1M4351,19:48:53,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2317,DL1M5207,19:50:25,07:00:00
18-08-15,SANJAY SHARMA,2424,DL1LP5914,19:51:25,07:00:00
18-08-15,JEET TRANSPORT COMPANY,2320,DL1LP8571,19:53:06,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2329,DL1M5465,19:54:26,07:00:00
18-08-15,NEO HOSPITALITIES,2313,DL1LM1328,19:56:02,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2322,DL1M5194,19:58:31,07:00:00
18-08-15,SANJAY SHARMA,2406,DL1LP4464,20:03:58,07:00:00
18-08-15,NEO HOSPITALITIES,2422,DL1M4482,20:05:03,07:00:00
18-08-15,Maheshwari Tpt Service,2402,DL1LG4886,20:06:41,07:00:00
18-08-15,Maheshwari Tpt Service,2413,DL1LS7035,20:11:11,07:00:00
18-08-15,Durga Tpt Co,2808,DL1M6328,20:14:31,07:00:00
18-08-15,Durga Tpt Co,2806,DL1M6948,20:17:54,07:00:00
18-08-15,Jai Maa Enterprises,2915,DL1M5199,20:20:49,07:00:00
18-08-15,Maheshwari Tpt Service,2409,DL1LG4948,20:22:40,07:00:00
18-08-15,Pooja Tpt Service,2408,DL1LK3795,20:23:59,07:00:00
18-08-15,Maheshwari Tpt Service,2431,DL1LG6583,20:25:05,07:00:00
18-08-15,AASTHA LOGISTICS PVT. LTD.,2507,DL1M5358,20:36:09,07:00:00
18-08-15,Pooja Tpt Service,2404,DL1LK3892,20:38:05,07:00:00
18-08-15,SHRI JAI GURUDEV TRANSPORT SER,2321,DL1M5480,20:43:46,07:00:00
18-08-15,Maheshwari Tpt Service,2410,DL1LG5926,20:47:25,07:00:00
