what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1441881608887
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1441881610484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1441881614643
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1441881614667
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1441881617217
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1441881620346
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1441881621080
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1441881622475
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1441881622498
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1441881624881
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1441881629463
